user_id_str,text,created_at
1260624577,"@dai80nt @Breaking911 Let's see, these ""false reports"" are also confirmed by the OSCE... Just like all the breaches of Minsk by Ukraine",Thu Feb 17 08:46:39 +0000 2022
1408369650593763330,This is spiraling out of control. This is now going to be the false pretext for a #CasusBelli #Russia #Ukraine #NATO,Thu Feb 17 08:46:40 +0000 2022
1455821491543683072,@Reed_Coverdale What do Putin and Trump have in common - they both want to reduce the cost of energy to lower inflation - bureaucrats in both Europe and USA blocking this Canadian pipe + European pipe ready since November or should we shout Russia Russia like MSM same Tesla,Thu Feb 17 08:46:41 +0000 2022
1410993183408984066,@bea_johanssen @IkeOW_ @rwhitehouse13 @TelePolitics I wouldn’t be surprised if partygate is the red herring that allows pictures of secure interiors to be published…🤔 DC did work in Russia during the ‘90’s. What if he’s a Russian spy? 🤷🏼‍♀️,Thu Feb 17 08:46:42 +0000 2022
1453152564917141507,"It’s being stated that Ukraine shelled Donetsk 

But

You’d have to have some real issues to shell a separatist population center with all those Russians on your border

Why would anyone do that ?? It doesn’t even make sense considering they’ve been asking to be left alone",Thu Feb 17 08:46:42 +0000 2022
2604425466,"@vicktop55 A military operation is exactly what the West wants . cut off the gas supply and impose sanctions against Europe.
https://t.co/WxGN5L5JW7",Thu Feb 17 08:46:43 +0000 2022
1399601018464358401,Britain says Russia's Putin could drag out Ukraine crisis for months? Why? „Burn burn 🔥“. No blood for „Russia“! Follow France immediately. No one with brain in its head squeezes its custormes! #news #humanrights #business #climatechange #fridays4future  https://t.co/9b2pElMS65,Thu Feb 17 08:46:43 +0000 2022
1480861846651473922,"That’s exactly the plan,  it’s Obvs 🙄",Thu Feb 17 08:46:44 +0000 2022
1486629482308030470,"US, NATO say no signs Russia pulling back troops https://t.co/3vXavMGzEQ",Thu Feb 17 08:46:44 +0000 2022
1306584320941973505,Photos: ‘Unity Day’ held in Ukraine to defy Russia invasion fear https://t.co/EOXRHUMGaK,Thu Feb 17 08:46:44 +0000 2022
1443472360481435650,@christoaivalis @IlhanMN you role is not to follow catch or harass or harm....correct means a military gov't and that means living where this freakazoid hails from___you will become like Poland Ukraine and China snitching...America is now on life support,Thu Feb 17 08:46:45 +0000 2022
1191245992827531264,@AJEnglish This reminds me of 1932 when Chamberlain tried to diffuse tension and to stop Germany. If such is going to repeat again after 90 years then it's going to start very soon. But the difference is that now Germany with helmet support is with Ukraine and still stand with NATO,Thu Feb 17 08:46:45 +0000 2022
3062777470,"Visas offering foreign investors fast-track residency in UK expected to be scrapped by government, amid pressure over UK links to Russia.
Tier 1 investor visas offer residency to those spending at least £2m.
Concerns scheme started in 2008 is open to abuse https://t.co/BV41rT5Z2x",Thu Feb 17 08:46:45 +0000 2022
705037776,"@AdamRippon @JohnnyGWeir @taralipinski Y'all keep bitching about a positive probe which occured ONCE in her life and had an insignificant microdose of a drug that has no influence on her results and isn't event in her blood anymore. And all that was revealed right after Russia won the OG. Sure, no politics involved",Thu Feb 17 08:46:45 +0000 2022
2347212330,"@AndroidSaint Do give it a read

https://t.co/wbqvfjQEoJ",Thu Feb 17 08:46:46 +0000 2022
1260624577,"@Jacobsealock @Breaking911 Let's see, these ""false reports"" are also confirmed by the OSCE... Just like all the breaches of Minsk by Ukraine",Thu Feb 17 08:46:48 +0000 2022
1106251434222383104,"@GabarTruth2016 I think it will happen in our lifetime, I have a feeling since the United States established ties, for security reasons to secure and strengthen it's position against iran, Russia, and China. But all I really care about is recognition.",Thu Feb 17 08:46:50 +0000 2022
1493890726760902657,"@GeneralBakshi Arey bhai…..they broke Russia into 7 pieces, they defeated US plus NATO together…we can’t bloody defeat China….
India must not have bad blood with the Taliban they are warriors…",Thu Feb 17 08:46:50 +0000 2022
422991350,@ClarkeMicah Defence Minister Mr Heapey when asked is MP Mr Ellwood`s trip to Ukraine following govt policy said Mr Ellwood has his own view but not it is not govt`s! Mr Ellwood wants NATO forces based in Ukraine and govt has sent bombs to Ukraine so views the same!,Thu Feb 17 08:46:51 +0000 2022
821837076417150976,"Russia has BEEN proposing diplomacy. Now this geriatric fuck Joe Biden is making it out to be like they only just did so, yet still desire to invade? Bro, is America okay?",Thu Feb 17 08:46:51 +0000 2022
30489954,@TimMilder @lenlayton @RossMcleanSec You're right; Russia is happy to use US dupes to do their destabilizing for them.,Thu Feb 17 08:46:51 +0000 2022
1079233190,"My take.
#Russia want its Gulf of Tonkin accident. Looks like we're very close now.",Thu Feb 17 08:46:51 +0000 2022
1483139458052542469,I'm not surprised. 45** is finally getting flushed. The new sheriff if cleaning up!!!,Thu Feb 17 08:46:52 +0000 2022
1164047861719416832,"The number of hospitalizations per day was 18,090.

#Russia #coronavirus #COVID19
 https://t.co/SIvTNhOUb2",Thu Feb 17 08:46:52 +0000 2022
1455821491543683072,@BorisJohnson @kishida230 What do Putin and Trump have in common - they both want to reduce the cost of energy to lower inflation - bureaucrats in both Europe and USA blocking this Canadian pipe + European pipe ready since November or should we shout Russia Russia like MSM same Tesla,Thu Feb 17 08:46:53 +0000 2022
